trial,timestamp,model_id,status,iou_wu,faultCount_max,faultCount_min,faultCurveMax,faultCurveProb,faultDecaySigma_max,faultDecaySigma_min,faultDipAngle_max,faultDipAngle_min,faultRoughSigma,faultRoughness,faultThreshold,faultThrow_max,faultThrow_min,faultZoneWidth,foldAmplitude_max,foldAmplitude_min,foldBaseShift_max,foldBaseShift_min,foldCount_max,foldCount_min,foldDamping,foldSigma_max,foldSigma_min,layerRange_max,layerRange_min,layerThickness_max,layerThickness_min,noiseLevel_max,noiseLevel_min,shearGradient_max,shearGradient_min,shearOffset_max,shearOffset_min,waveletDt,waveletDuration,waveletFreq_max,waveletFreq_min
11,2026-06-11T23:58:51.591722,model_11,COMPLETE,0.556526,11,4,3.8687779670324787,0.1995997904645626,42,41,88,58,9.13312989377447,5.256883626055133,0.8456102692429002,59,12,1.3591147981977505,2,-6,4.546126563207682,0.2814640577810792,78,17,0.8432552892253553,65,23,221,72,5,1,0.33366317961874015,0.010958900917836637,0.038295592885528765,-0.07739409365795424,7.845691938295585,-7.0706429225895455,0.002696558556085569,0.14970739214388917,102,101
12,2026-06-12T01:27:54.982884,model_12,COMPLETE,0.346852,7,3,3.305849993735739,0.1890547950838919,86,34,88,53,9.773904044722949,5.536936786746159,0.8627311068933057,60,13,2.2294530267266572,6,-5,4.183581414116152,0.4365233673218821,75,20,0.6296025486229428,60,18,217,75,6,1,0.10717652466216726,0.013219785926954284,0.048253986779656095,-0.06859846339466374,4.913256362202065,-7.429358198602845,0.0029696554272588553,0.024386339911061157,240,106
13,2026-06-12T03:15:33.633576,model_13,COMPLETE,0.430771,5,4,3.4144003867057267,0.050727633942366235,64,37,82,54,8.920182507361655,5.449078976558313,0.8481314086542886,42,7,1.7114570894094385,-4,-5,4.068472064249553,-1.0138580617904094,36,13,2.685597376594279,63,12,225,76,5,1,0.3330240374154855,0.013619147773169768,0.021086581810165223,-0.13124006987768322,4.628654548770936,-11.841666876773957,0.0029198256655680174,0.14579790176123156,135,97
14,2026-06-12T05:07:28.149178,model_14,COMPLETE,0.458595,8,3,3.4798406630241008,0.40536161524840153,155,48,83,51,11.727881582769148,4.822768523254611,0.8644078998288668,25,5,0.5660266155381766,7,-34,2.9144533257105683,-2.799376377400997,59,12,0.9602536173680754,65,25,230,91,9,2,0.49752609223798405,0.020709025673897125,0.05442285849065049,-0.08795821161961867,7.889058106777048,-6.92754888433625,0.002562122370218586,0.07312464709650407,229,74
15,2026-06-12T06:52:17.406008,model_15,COMPLETE,0.458552,11,5,1.7226524934767393,0.2760889947272407,102,18,72,38,8.434012762013566,6.382555166413931,0.6045034529139228,38,2,1.214938129958442,-5,-10,4.873532802307761,-0.017661917590668486,79,19,1.6897462171235909,45,3,130,92,8,1,0.299969516644782,0.00939493470228407,0.018553294241338156,-0.05176286720854996,2.499002354613705,-6.308353070394769,0.0037869003193297993,0.09481842067159893,131,92
16,2026-06-12T08:41:16.547420,model_16,COMPLETE,0.350546,6,4,5.326829609255489,0.15175752593516179,62,27,84,59,8.100150670494333,2.5173064602926742,0.7814817439411064,48,9,1.9590556328389668,3,-29,3.1677178922911033,-0.6725481479180402,64,23,0.774546669629367,70,22,201,60,5,2,0.1629654592271886,0.024580542626066917,0.037703084868517894,-0.034058345551754826,5.897653772785366,-5.592001237067423,0.0012844853866028488,0.05525070137097611,315,118
34,2026-06-12T12:58:36.273304,model_17,COMPLETE,0.509055,12,5,3.971908716580895,0.2296306091276551,52,47,79,61,5.150151020214118,4.657272660719426,0.9245593798122889,54,12,1.5091065606740652,9,-10,4.748448508409189,0.1365282606671632,72,16,1.125569473075838,95,27,250,60,3,1,0.482258676721644,0.008872065781739361,0.042111483878424075,-0.07076014137948229,7.4448502228785465,-8.105529230419688,0.002589508246255948,0.13569969746425073,102,65
35,2026-06-12T14:30:03.999628,model_18,COMPLETE,0.541689,12,4,3.9516007103539272,0.21238900405539993,53,47,79,56,5.086275996822669,4.718859888143722,0.9236254089168113,55,12,1.503064058965375,9,-10,4.656212645648052,0.19866019009356323,76,15,1.1150010279143063,53,28,246,64,5,1,0.48406509222966,0.009201841123408825,0.028398228848657624,-0.0642577344264304,6.820666994436971,-8.080774682150649,0.0024551879125974427,0.13495918068702178,111,66
36,2026-06-12T15:54:03.388667,model_19,COMPLETE,0.471511,12,4,3.939277772064017,0.10716988857451656,54,37,87,47,5.607443554597813,4.40085758449148,0.9119061485894833,54,13,1.5370453535879083,10,-8,3.533224512147043,0.2093747042647423,79,15,1.1066826796555098,52,24,242,68,5,1,0.2865540821203258,0.001986989772918918,0.027700886898321526,-0.07474358084617688,6.826697900149965,-8.140764865679438,0.0032993759219331568,0.13422151085579434,107,63
37,2026-06-12T17:44:09.606684,model_20,COMPLETE,0.603279,10,4,2.937497812261823,0.35660935983162284,73,39,74,57,3.7829669214237445,6.308075972985061,0.8089155520648906,45,12,1.0728129644846913,9,-13,5.11896801473077,0.1398418381957739,68,10,0.9136297864215053,36,6,176,66,6,1,0.5436207159833172,0.005481650031718238,0.013199692076376878,-0.09890290202848197,6.887338818792271,-10.569625139695349,0.001715727877228449,0.13664511936925858,86,80
38,2026-06-12T19:32:10.448904,model_21,COMPLETE,0.492375,9,4,2.931756940963658,0.34524409518576904,75,39,67,47,3.7632181761079413,6.629619949730321,0.7336330170022959,59,12,1.061105231578741,3,-14,6.824739317901067,-0.25421985228291755,54,9,0.8430213407492251,36,7,174,83,6,1,0.6049416607409913,0.004109852244137622,0.015032620557386415,-0.09247621531770683,7.889058106777048,-10.831949587236537,0.0018311560606823368,0.1495080528683209,82,81
39,2026-06-12T21:24:06.852374,model_22,COMPLETE,0.359601,10,2,2.8127573942490307,0.26606055513218263,102,33,75,57,4.105258040716279,6.92427627941886,0.8054938593742496,45,8,0.729209461514351,12,-8,5.361395456316485,-2.3110645227663262,68,10,1.2537892087323894,36,6,186,53,6,1,0.18014013646470667,0.016402531437465926,0.011551280895902427,-0.0967457125176648,6.772440473339529,-10.654530300557,0.0009999704302540143,0.13892594698195573,151,104
40,2026-06-12T23:10:10.488384,model_23,COMPLETE,0.485254,9,3,2.037797852722452,0.4544871489586883,74,44,68,62,6.648288627981189,5.142923567659536,0.8179518723810949,45,10,1.0114379445527013,14,-13,5.186277650787233,0.27286193550885884,65,6,0.9516153959516139,75,12,174,84,7,1,0.5358682001820433,0.0065430420746534585,0.009697348078918458,-0.12440586459657033,5.55174810128979,-4.141508342015176,0.0017168481994948564,0.11101941790009195,177,89
41,2026-06-13T01:11:34.037502,model_24,COMPLETE,0.601663,13,5,2.9058997829381528,0.33279480950425355,96,51,86,49,10.095795773791467,6.079288482582455,0.7466112876226817,52,14,0.7644669521847187,17,-12,3.583241165022,-0.6975222115367284,32,11,1.8685218073715473,35,9,204,69,4,1,0.34879811282508805,0.0006578427445711639,0.025277602595913384,-0.09964922841867634,7.9914264233855015,-10.654916333371002,0.00235693838765282,0.1290976930980467,111,101
42,2026-06-13T03:15:59.589793,model_25,COMPLETE,0.587816,13,6,2.991102322545838,0.3345124234801411,95,52,74,49,10.493140579444525,7.029235146293207,0.7396373499375947,51,14,0.8043982947249493,17,-42,3.616986207379517,-1.496741521448596,32,11,1.8924357527307056,120,9,206,53,2,1,0.6386830916768407,0.00034919330519472125,0.0257044153025584,-0.10038592914278677,6.630631881233481,-10.40488301547402,0.0018276707979565246,0.12611747372616683,149,109
43,2026-06-13T05:21:42.261562,model_26,COMPLETE,0.539144,13,6,2.9493570193679277,0.33052845133794,96,52,74,45,11.03769376700123,7.064326230967692,0.7431518015046661,53,13,0.7793111248432811,17,-39,3.587183027859446,-1.5096752015460289,42,10,1.8539299011452297,116,9,200,55,2,1,0.5396981799758771,0.00013876776230768164,0.02532669155429763,-0.09890920656462733,7.536691500499908,-10.748734416447984,0.0019033142432552958,0.12792248393415787,151,112
44,2026-06-13T07:25:13.999166,model_27,COMPLETE,0.612585,13,6,6.974360603332311,0.4628652895993105,95,61,80,50,9.712185211761483,6.10348076250743,0.6439868223192274,52,14,0.8305663339051722,17,-42,3.635770776064942,-1.5634712264655333,33,11,1.8398821249070914,33,7,208,32,2,1,0.6277607701210207,0.0031367369881089673,0.03150278904216201,-0.11844522958616001,6.788698830024964,-10.298816080035843,0.0022862661698352985,0.11147876578818659,115,110
45,2026-06-13T09:30:23.505681,model_28,COMPLETE,0.643302,13,6,1.9630456105253984,0.608359591896041,94,61,80,50,9.920359024036328,6.010173446254434,0.6053694275120645,45,15,0.82309120311074,17,-44,3.6046808870692106,-1.6100953352200404,32,11,2.443728848538366,30,7,206,33,2,1,0.6173079768314745,0.003386045223972749,0.033212094182598614,-0.11966649946421332,5.899757118920406,-10.184095079004468,0.002313472076375772,0.1111305586344958,117,109
46,2026-06-13T11:36:45.105778,model_29,COMPLETE,0.536790,14,6,2.0383971885877217,0.6085033538919631,111,61,78,42,9.777696930861518,5.95253553593147,0.6011380109162107,45,15,0.6158086071736262,18,-50,2.7041006586300385,-0.7651239743513742,27,6,2.5227781267919474,30,6,179,30,2,1,0.6163583916494969,0.003584426574348434,0.01304643889064602,-0.11923763832082766,4.199066787626161,-11.429792909628565,0.0023175693038663603,0.11244083966479909,119,110
47,2026-06-13T13:41:02.116170,model_30,COMPLETE,0.646698,13,6,2.145242416068429,0.608343635398196,112,60,80,50,9.860633309237713,6.306253251471914,0.6453191451015949,32,14,0.8546218643264772,19,-43,3.7678096158491794,-1.5793196220608985,31,9,2.422179232010544,29,11,187,30,3,1,0.5549620233221373,0.005439046742763294,0.03256934374278053,-0.1438732102566907,3.0847745894717007,-9.838767896548372,0.002328489383608269,0.10355028325713167,87,84
48,2026-06-13T15:45:53.799370,model_31,COMPLETE,0.623145,13,6,1.609255900376466,0.5842195082040708,132,59,80,50,10.223848354160378,6.228669170537033,0.5684382455805882,46,14,0.8299316403806075,18,-42,3.7725768330713723,-2.150696691106931,30,8,2.4545436206785336,29,11,164,30,3,1,0.5507949328552192,0.005619484495552649,0.032494786294509026,-0.1450643800700675,6.086140847826497,-10.044840217886922,0.002309018545473562,0.10299311592166972,89,83
49,2026-06-13T17:46:33.042659,model_32,COMPLETE,0.649047,12,6,1.6939929314077278,0.6308408549288952,137,58,80,44,11.18176474921558,6.2605735768947754,0.5678279514484678,38,15,1.1595433290398356,19,-43,1.045298699568383,-2.1915161761418456,31,8,2.465316585577324,30,11,163,30,3,1,0.5562830609092942,0.006414653965314099,0.03317303025591118,-0.14782264604814957,3.1903066390003927,-9.508258252077104,0.001653638687714905,0.10077325528089146,80,78
50,2026-06-13T19:50:43.353468,model_33,COMPLETE,0.652004,12,6,6.998721880177766,0.5885123733825984,136,61,80,44,11.091212622831891,6.714319021111871,0.5662026017922943,38,15,1.1634976865324282,19,-43,2.427582367435429,-2.3106350952503982,29,7,2.426631253870064,27,14,161,30,3,1,0.6472719738608459,0.0061329446904294545,0.032462016469713285,-0.14816789358593738,3.302396056052229,-10.023221476881897,0.0022775301525168653,0.10227455384518096,92,76
51,2026-06-13T21:54:37.962377,model_34,COMPLETE,0.587336,12,6,1.3884294193449245,0.6341400000984047,137,59,80,44,11.360703718819112,6.858641717979552,0.5579582831832504,34,15,1.1912537598251352,19,-44,1.1272745082115674,-2.290424256781235,28,3,2.478430091718937,26,14,160,35,3,1,0.6557327058049875,0.006701642265291139,0.04334901351275759,-0.15126922929794262,1.981651336923937,-9.718903561755418,0.0032455332821865785,0.10056036890165475,91,78
52,2026-06-13T23:59:31.410042,model_35,COMPLETE,0.376993,12,6,1.4577887104475247,0.5882531283261422,137,65,76,34,10.999565799471638,7.974540137654617,0.4494375316819263,38,15,0.47665601176517935,15,-38,1.0302136179822605,-2.234503818978917,29,8,2.872173646734167,28,14,121,45,3,1,0.6998439937424263,0.011165469380722591,0.03409574477258792,-0.16112459757239023,3.0228717179331297,-8.746455958871945,0.001581188237367612,0.0860981515830383,81,78
53,2026-06-14T02:04:51.047698,model_36,COMPLETE,0.620676,13,6,6.879063032119941,0.5620272291233184,137,62,81,50,10.163195441195466,6.663813850418161,0.5618001268284697,39,14,0.8604955918791657,19,-43,2.463884335694993,-2.0912018106734176,35,5,2.311342729674806,31,11,164,30,2,1,0.5648046030076094,0.048639754359489064,0.03359112037250264,-0.13858509784009648,3.307545728905338,-10.073284464480858,0.0022438819882502803,0.10664711520015688,117,96
54,2026-06-14T04:05:53.387187,model_37,COMPLETE,0.643090,14,6,6.9946417614818035,0.5731851681131502,137,62,81,44,10.217671664199676,6.62384519647893,0.546763779519354,33,14,0.8724078031215217,19,-45,2.48484520529592,-2.0881713603218284,37,5,2.372467789982691,40,11,165,35,2,1,0.5781831601223687,0.04274913034831977,0.04282212380659933,-0.1406005020745555,3.0758801370344764,-9.924307240212853,0.0020517696349980547,0.10303897630531908,94,93
55,2026-06-14T06:12:48.105403,model_38,COMPLETE,0.591058,14,6,2.107261870485476,0.6490800096941225,144,57,85,44,11.173681926083576,7.2228533413073235,0.552895637868682,31,15,0.685248852931602,19,-45,1.5720177938689912,-2.5119160386434864,39,7,2.3854898248834155,40,11,143,36,3,1,0.5944078924392516,0.04712857780804919,0.040961186128813526,-0.15683930544096747,2.88576387417687,-11.334626333104413,0.002019537830621067,0.09968625051904609,92,89
56,2026-06-14T08:14:53.010719,model_39,COMPLETE,0.384798,12,6,1.3399561363780481,0.570044384691453,146,59,82,40,9.355648570851095,6.6465633670461415,0.4841604584430863,29,13,2.487086463829472,15,-39,3.859673568184007,-2.4994073632004046,46,8,2.753168180361479,20,14,144,37,2,1,0.5168339375131995,0.00786391197106329,0.044408641422912815,-0.13566970076290416,4.092952462837049,-8.57157605473762,0.0011128326681573853,0.08701859690386915,100,80
57,2026-06-14T10:23:11.716487,model_40,COMPLETE,0.622043,15,6,1.8649342372608033,0.6286014965548481,131,54,78,46,10.703065801802328,5.866596610372252,0.6467615796953676,34,14,1.1439466922025037,20,-47,2.4791707279140125,-1.6810372186080424,30,5,2.5739723502543392,25,16,188,45,3,1,0.5652574332027139,0.0158493515720558,0.03427832888799434,-0.14145371634409307,2.0959758976467215,-9.320032335709756,0.0028153206955548564,0.09969876615907947,84,69
58,2026-06-14T12:16:04.715158,model_41,COMPLETE,0.557010,13,5,2.2442458054820005,0.5548717347578287,112,63,80,40,11.918554117050057,6.336429617978963,0.4119417707584677,25,15,0.9780590987772362,16,-50,1.3618837341763101,-2.0732402003616555,25,8,2.9616405897579066,24,11,119,35,3,1,0.45697008072082845,0.024340038628736144,0.05886022789086638,-0.1751179188513391,1.3233317500660515,-9.98383989104749,0.0024661442072999072,0.1171397288395513,140,93
59,2026-06-14T14:23:32.677840,model_42,COMPLETE,0.592584,14,6,1.7176342752786722,0.5985186229564463,144,59,84,48,11.485231271729793,7.262675238233399,0.5813478573287567,27,14,0.6329694023745451,13,-41,1.8968278497253808,-2.4770151251569708,43,3,2.1878070791678716,41,13,155,44,2,1,0.6494981529656022,0.011367800558294464,0.045690531741372845,-0.127124580178079,3.228237131651861,-11.163807312857383,0.0019671196253855986,0.10778442976332449,96,85
60,2026-06-14T15:50:21.102718,model_43,COMPLETE,0.527749,14,5,6.7444835469821385,0.6520905153990538,133,56,76,52,10.248054812694102,6.587569563843664,0.634868552797863,36,13,1.2401372125638654,18,-46,4.364952538086768,-2.0764055699414614,37,6,2.3911793360024087,51,10,167,33,4,1,0.4544222709403252,0.00518346988600532,0.028358957136044968,-0.14498004124962557,2.90718892920406,-9.236662795190282,0.003152583978182585,0.0890850907305051,126,75
43,2026-06-14T19:57:06.661359,model_44,COMPLETE,0.616425,11,6,1.1536744941507557,0.6939722328891287,128,61,82,43,8.65717830641955,6.45456847682686,0.531823978959223,32,15,0.8932941623689632,20,-35,3.246307423514686,-2.7513573940100056,34,7,2.6138647214346165,27,15,149,38,3,1,0.5865125517904302,0.0021208302148590565,0.036062229868026985,-0.1520357312497425,5.088027474432119,-9.817868677045723,0.002195336629777364,0.09566700754511837,87,79
44,2026-06-14T22:26:09.103499,model_45,COMPLETE,0.631685,12,6,5.530656509506934,0.5341368238253886,115,63,81,54,9.11244965854105,6.502973365819013,0.6101348921336689,36,15,0.9735918409407062,19,-48,2.996933807955128,-1.287938707358596,31,9,2.261952949290569,32,12,169,33,2,1,0.5214091035723125,0.01748463558110309,0.03950713682087201,-0.1355004594160156,2.3706981307456205,-10.200942821716483,0.0024427440717965194,0.09633891985869326,87,72
45,2026-06-15T00:51:37.868266,model_46,COMPLETE,0.591672,12,6,5.01707379127927,0.6268916091181157,105,65,81,46,8.021745128937399,5.656646390531795,0.6207061221366315,42,14,1.1550963596751798,18,-38,4.122861336475377,-1.9318612421724717,37,12,2.6532450297101398,29,8,213,39,3,1,0.6699809556965866,0.01006336055514928,0.030828245615455847,-0.14809086462524157,4.450749657933356,-9.876773797020128,0.002575644846915075,0.10537113163574244,94,75
46,2026-06-15T03:19:23.447022,model_47,COMPLETE,0.612153,12,6,3.5553181165010304,0.6123069493733767,138,60,79,52,10.724516082746439,6.804387597243584,0.5845246844206511,33,15,1.0170642641798917,16,-32,2.9377831721322765,-1.6917594722037492,27,5,2.1292138199633377,27,4,158,32,3,1,0.5712047251721355,0.007744332108007967,0.02931285048542954,-0.15334428071691483,3.59250911067569,-9.633710556439425,0.002660747087919061,0.11422765118713239,97,78
47,2026-06-15T05:44:48.122988,model_48,COMPLETE,0.641842,11,6,6.450620110720937,0.670114039543392,83,57,83,42,9.601643557728815,6.177927811480883,0.5315355721548455,40,14,0.9473671545722983,20,-48,4.387897042017798,-2.6546192257935415,31,7,2.3573427880805955,33,13,182,34,2,1,0.6061198642634043,0.01297924595790503,0.030367448816641517,-0.13027392470824448,2.669273888941493,-9.417860935078629,0.0021624565373711945,0.10891465992667757,101,85
48,2026-06-15T08:14:31.570380,model_49,COMPLETE,0.571056,13,6,1.0074809612107485,0.5771789002440633,120,63,78,45,11.696795032439638,5.986286213943611,0.672059904329897,43,15,0.7158265419834691,16,-40,3.3219814564986163,-1.3356934211694214,34,9,2.5424923883017954,39,16,193,32,3,1,0.6228422350402938,0.004724238201998934,0.03789382730060402,-0.14093967429552615,5.151042892329851,-10.19057295708276,0.0023611529691635463,0.10200449066689521,107,93
49,2026-06-15T10:40:29.867858,model_50,COMPLETE,0.590660,12,6,6.370132042125213,0.5431423212692263,89,54,79,54,8.737783365952419,6.758900273255004,0.5878130134127492,35,14,1.2352723414618485,19,-45,2.39229607970089,-1.6907165387762888,29,4,2.444059414419883,30,10,169,39,2,1,0.5526552600818687,0.0027884874531785256,0.035930111067469524,-0.14795975215768883,4.114303737986451,-10.477982583929396,0.002049724923764596,0.09697974809189336,104,82
50,2026-06-15T13:03:24.904063,model_51,COMPLETE,0.572865,11,6,2.591950084249774,0.48941046411089373,141,58,82,47,8.218099324546685,6.415282438864293,0.5410206287964231,37,15,0.8659363740934598,18,-37,2.7057578452532383,-2.4064899718381136,32,12,2.68372793414846,43,10,198,36,3,1,0.5278493973100395,0.007353753127244916,0.02287067151713816,-0.13286794992520348,3.449949015197869,-9.941675926914229,0.0025063029116951744,0.09365102943364903,88,77
51,2026-06-15T15:28:29.210713,model_52,COMPLETE,0.654061,11,6,6.586671571105571,0.6688454766248996,81,57,83,42,9.497598205577598,6.2233265697528015,0.5046222785562366,39,14,0.9437963014112729,20,-48,4.3881629376313835,-2.6914300875660233,31,7,2.343066981144154,33,13,186,34,2,1,0.6069686320653587,0.011939982571518551,0.029972734882698315,-0.12858652615199553,2.6440323031070063,-9.496558475100814,0.002216562348797936,0.10882058519569489,99,85
52,2026-06-15T18:01:21.532163,model_53,COMPLETE,0.640260,11,6,6.625697462467917,0.6494794377505138,77,62,83,43,9.292534907282468,6.270398801469545,0.4879094975056127,40,14,0.8726590065349067,20,-44,3.9347851230115705,-2.5766888012966684,31,6,2.3024628463495342,28,13,150,31,2,1,0.6093344251007144,0.014750629931277317,0.03580274229444047,-0.14345845138064592,2.2835006276549414,-9.608905492513014,0.002387796469974147,0.10898050011438358,100,84
53,2026-06-15T19:44:33.415349,N/A,FAIL,0.000000,12,6,6.532004935932068,0.28541262606276513,76,45,80,54,9.493331855735146,4.595151621752465,0.5907806903894676,35,14,0.8582767095579986,10,-35,4.401064787969593,-0.9790428960404577,38,13,1.4879599754186,58,12,188,24,2,1,0.5623754158710865,0.010538852248465444,0.026419675369921337,-0.12390430454069791,4.045213503056601,-9.438624037053666,0.002839608329878931,0.10844022459012663,92,82
54,2026-06-15T20:13:03.952345,N/A,FAIL,0.000000,8,2,10.940737362399364,0.16748561855553173,58,48,81,62,7.860629308726706,5.8978212994425405,0.3255447769834256,35,14,0.8617886556223141,2,-28,4.458099414768084,-0.5881863806189567,54,20,0.8921175181941505,75,20,193,76,2,1,0.5330844079053191,0.018516605805916558,0.02213986217196107,-0.11407822978678275,2.708872638133489,-8.62285551064075,0.0017342127441257655,0.10292588289988931,92,63
55,2026-06-15T20:44:39.783086,N/A,FAIL,0.000000,10,4,4.9151448716568265,0.3869369750481029,69,47,80,57,7.307322856129061,6.5018273671807,0.5710789780433037,32,13,1.1249035020956,8,-32,4.97111957122141,-0.42035888288475476,52,19,0.7504553653965067,48,14,327,54,5,1,0.6305055604667738,0.011914250332247743,0.024790224015204997,-0.12517485336038706,4.645130840170387,-8.46102976148038,0.0019311423937286827,0.09582668881736313,91,86
56,2026-06-15T21:23:25.210902,N/A,FAIL,0.000000,12,5,5.752033112276428,0.34863460417882586,85,55,77,51,9.852863346827093,5.676261233265541,0.3057297958080949,37,14,1.3466601070847386,2,-38,3.2873965030081815,-0.9419961089496901,45,13,1.3956638195375495,40,15,208,31,4,1,0.585953955018713,0.010113331625383202,0.02251256972446896,-0.1283055639993631,3.790281856193082,-8.92380406904179,0.0007776400925723552,0.09525581479913858,82,76
57,2026-06-15T21:58:02.295906,N/A,FAIL,0.000000,11,4,4.770694110769349,0.4238843272534445,78,53,80,50,9.63558857926341,4.699667808774706,0.6293742708968035,30,15,0.936149420913532,6,-37,4.2050685012524,-0.7337895008143054,42,11,1.3626086320935347,35,13,215,33,3,1,0.5176065322049719,0.011321288519352421,0.026426637239018134,-0.11209664301777517,2.9723652847353903,-9.462718696892543,0.0021732485085322576,0.09761326934016507,94,90
58,2026-06-15T22:37:52.926746,N/A,FAIL,0.000000,11,6,4.602349908655866,0.44596515012834814,85,48,77,51,9.921867218647709,5.752372746863864,0.5736132561340754,41,14,1.3216122784294804,9,-37,3.0509175045650703,-0.7369087680285429,41,12,1.2315929866938413,47,12,147,41,3,1,0.48549883412208233,0.013076470125157086,0.027287616091020563,-0.12259688961900189,3.1182260595611724,-9.180244035416848,0.0011830834257392986,0.10229962883306742,78,74
